textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²)
d27b778eb4,` crazy would anyone follow ? tweets much fun,that`s crazy why would anyone not follow you? Your tweets are so much fun,neutral,night,70-100,Honduras,9904607,111890.0,89
d4877ac95f,thank ! best tomorrow ... hope lovely day together ! !,Thank you!  The best to you and yours tomorrow... I hope you all have a lovely day together!!,positive,morning,0-20,Hungary,9660351,90530.0,107
01b201117c,see ..... 08.08.09,see you..... 08.08.09,neutral,noon,21-30,Iceland,341243,100250.0,3
d706768cb8,ready go milan see ya ` evening ..,ready to go to Milan  see ya`ll this evening..,neutral,night,31-45,India,1380004385,2973190.0,464
2002479fe7,hanging amber .,hanging with amber.,neutral,morning,46-60,Indonesia,273523615,1811570.0,151
2f9ca2d909,"awww , hates wen families brokun humuns . maybee see agin wun day .",hates,negative,noon,60-70,Iran,83992949,1630000.0,52
d041655ab3,"came back home ne gig , another fun night skankin ... workout !",fun,positive,night,70-100,Iraq,40222493,434320.0,93
f58450a834,"` kidding say fast , ? like 5 seconds tweet : nothing .","You`re not kidding when you say you have to be fast, are you?  I was there like 5 seconds after your tweet: nothing.",neutral,morning,0-20,Ireland,4937786,68890.0,72
e9258e52e8,going look bunch open homes today . get feel market . think ` got lot saving ...,going to look at a bunch of open homes today. just to get a feel for the market. i think i`ve got a lot of saving to do...,neutral,noon,21-30,Israel,8655535,21640.0,400
828697505b,want buy great album unfortunately dont hav enuff funds 'long time noisy ',unfortunately,negative,night,31-45,Italy,60461826,294140.0,206
9c25dd96c0,ooohhh well could always borrow burn buddy . lol,y. Lol,positive,morning,46-60,Jamaica,2961167,10830.0,273
d25eac87d2,"surely guessed , arbiter judith .","Surely you have guessed, the Arbiter is no other than Judith.",neutral,noon,60-70,Japan,126476461,364555.0,347
c6d257e1d0,friend loves spot . want go,loves,positive,night,70-100,Jordan,10203134,88780.0,115
1e073be145,yeahhh . & dont judge pillow,yeahhh. &dont judge my pillow,neutral,morning,0-20,Kazakhstan,18776707,2699700.0,7
4cfac67cd5,haha wish ! bfa photography .,wish!,positive,noon,21-30,Kenya,53771296,569140.0,94
7eea1e9cdf,"many cocktails last night , head hurts",hurts,negative,night,31-45,Kiribati,119449,810.0,147
868c16ad83,"need get good , hard workout today work , feel like ` slacking ! good",No good,negative,morning,46-60,Kuwait,4270571,17820.0,240
24f04650ae,# bgt ` watch anymore,Can`t watch anymore,negative,noon,60-70,Kyrgyzstan,6524195,191800.0,34
24ccb4e936,woah ! 311 really good ! ! rain earlier rather nice,good!!,positive,night,70-100,Laos,7275560,230800.0,32
b2fcf4582c,awww cuuuute newborns fun !,cuuuute,positive,morning,0-20,Latvia,1886198,62200.0,30
9ac16ebcc2,"right , richard marx ` right waiting really making feel nauseatingly sad .",nauseatingly,negative,noon,21-30,Lebanon,6825445,10230.0,667
ee257f56bd,"yes ! cold coffee yesterday . sugar , cream ! way like !","Yes! Cold coffee from yesterday. No sugar, no cream !  The way I like it !",positive,night,31-45,Lesotho,2142249,30360.0,71
bb6dfc60d6,starving . alyssa ` mom would bring subway .,Starving. And Alyssa`s mom would bring her subway.,neutral,morning,46-60,Liberia,5057681,96320.0,53
d67abe8c94,"thanks , still waiting ... ` know ` taking long - bad sign good sign ?","thanks, still waiting... i don`t know what`s taking him so long - is it a bad sign or good sign?",neutral,noon,60-70,Libya,6871292,1759540.0,4
765af002ce,shitload fun friends,had a shitload of fun with her friends,positive,night,70-100,Liechtenstein,38128,160.0,238
792a73ba55,public bathrooms,public bathrooms,neutral,morning,0-20,Lithuania,2722289,62700.0,43
9df400d7c5,everything usually watch pending ! http : //eztv.it/index.php ? main=showlist,Everything I usually watch is pending!,neutral,noon,21-30,Luxembourg,625978,2590.0,242
30139aa906,"tummy pains n woke stu drink middle night , ` remember",pains,negative,night,31-45,Madagascar,27691018,581795.0,48
96b9af9a9b,forgot montel quote good one ..,forgot the montel quote  and it was a good one..,neutral,morning,46-60,Malawi,19129952,94280.0,203
0f35590851,"still away 4am ? cos ` school tomorrow , ` .","Why am I still away at 4am? Cos I don`t have school tomorrow, that`s why.",neutral,noon,60-70,Malaysia,32365999,328550.0,99
8b59f06894,aw ` * * * * thanks much twitter loveeee . appreciate every last drop,i appreciate,positive,night,70-100,Maldives,540544,300.0,1802
89613d7a9d,spent 45 minutes book store . bought one book .,I just spent 45 minutes at the book store. I only bought one book.,neutral,morning,0-20,Mali,20250833,1220190.0,17
cc425f4dcd,"brother # 3 wandering around house underwear . charming 2 sisters female guests , ` sure","As charming for his 2 sisters as it is for the other female guests, I`m sure",positive,noon,21-30,Malta,441543,320.0,1380
73fe144824,super excited,super excited,positive,night,31-45,Marshall Islands,59190,180.0,329
db535b7b3e,dreading work tomorrow wish one day,dreading work tomorrow wish I had one more day off,neutral,morning,46-60,Mauritania,4649658,1030700.0,5
5dcaf3b671,yet ... sorry,sorry,negative,noon,60-70,Mauritius,1271768,2030.0,626
ec88453ee8,"lacey alright though . quite gashes , keeps tail legs","lacey is alright though. quite a few gashes, and she keeps her tail between her legs",neutral,night,70-100,Mexico,128932753,1943950.0,66
49d8592c3c,kazim kazim ` know name ) ) ),Kazim Kazim  i didn`t know that name ))),neutral,morning,0-20,Micronesia,115023,700.0,164
9e55909005,"yesss , flash * * * * tonight ! ......... takes ................. time ........... ......... open ........... .......... webpage ......",FLASH IS BEING **** TONIGHT!,negative,noon,21-30,Moldova,4033963,32850.0,123
829d92f397,"yea , us 3 max poor trivun","Yea, us 3 and Max  Poor Trivun",neutral,night,31-45,Monaco,39242,1.0,26337
6a1e5568e8,im away comp .... ill back later,im away from the comp....  ill be back later,neutral,morning,46-60,Mongolia,3278290,1553560.0,2
b425420d56,_polanco hi uploaded 5 completely new chinese lessons www.youtube.com/chineselearn please feel free watch enjoy,enjoy,positive,noon,60-70,Montenegro,628066,13450.0,47
049dd6787f,suivez moi ( = follow everybody,suivez moi  (=  follow me everybody,neutral,night,70-100,Morocco,36910560,446300.0,83
21d38cfc42,"wow , away 4 ... stupid lap top shop ... still hope everyone well !","Wow, been away 4 a while...stupid lap top is in the shop...still    Hope everyone is well!",neutral,morning,0-20,Mozambique,31255435,786380.0,40
60a3e687d3,"welcome , found yesterday accident .","Welcome, found her yesterday by accident.",neutral,noon,21-30,Myanmar (formerly Burma),54409800,653290.0,83
47fe22e59a,? thought back work today !,what are you doing here? I thought you were back at work today!,neutral,night,31-45,Namibia,2540905,823000.0,3
58490dc247,missing morning work cause bench press back jakarta goodluck diga ! test easy peasy ! hehehe,goodluck,positive,morning,46-60,Nauru,10824,20.0,541
aee80f7dd0,# bgt ooooh tooo weird,weird,negative,noon,60-70,Nepal,29136808,143350.0,203
dd2353a701,sitting chevy dealership utah waiting van fixed,sitting at the chevy dealership in utah waiting for the van to be fixed,neutral,night,70-100,Netherlands,17134872,33720.0,508
13cbbc1fd4,thanks _twit01,Thanks,positive,morning,0-20,New Zealand,4822233,263310.0,18
2da2d4c0d9,"going new-brunswick , canada drive ? lol live far far away","Is there going to be a New-Brunswick, Canada Drive? lol I live far far away",neutral,noon,21-30,Nicaragua,6624554,120340.0,55
2f4ce91118,167 sql queries display one single deal page ozbargain . looks like ` fun optimising ! bad bad drupal ...,fun,positive,night,31-45,Niger,24206644,1266700.0,19
164bbd99fc,cnt get ! ! goin ur old messages ? ! ? > > > > help ? < < < <,>> HELP?,negative,morning,46-60,Nigeria,206139589,910770.0,226
9c3eddc9e2,favorite curling iron broke,favorite,positive,noon,60-70,North Korea,25778816,120410.0,214
970ce64ac3,band practice,band practice,neutral,night,70-100,North Macedonia,2083374,25220.0,83
43887b9d65,haha .. hey check love her/his tweets,Lov,positive,morning,0-20,Norway,5421241,365000.0,15
831f911fd9,guess ! ive got 20 % ! wow impossible,and guess what ! ive got 20 % ! wow its impossible,negative,noon,21-30,Oman,5106626,309500.0,16
50f5c4bba5,upgraded,upgraded,neutral,night,31-45,Pakistan,220892340,770880.0,287
20b1b9cc25,willie pouting grandma ` put treats food http : //apps.facebook.com/dogbook/profile/view/6877293,didn`t put any treats on my food,negative,morning,46-60,Palau,18094,460.0,39
409f77a44c,love jazzercise mrs. underwood . wish chaperone .,I love to jazzercise with Mrs. Underwood. I wish she was my chaperone.,positive,noon,60-70,Palestine State,5101414,6020.0,847
0559cd91fa,well left six flags . ` get ride wanted . bummer . maybe next time .,Bummer.,negative,night,70-100,Panama,4314767,74340.0,58
a393123681,", ` bs tell ! ah well , better attempt","Same as, it`s BS I tell you! Ah well, better attempt some",neutral,morning,0-20,Papua New Guinea,8947024,452860.0,20
c92c8cfb15,cold rainy,cold and rainy,neutral,noon,21-30,Paraguay,7132538,397300.0,18
b6500aeb87,"yep , sang song !","Yep, they sang your song!",neutral,night,31-45,Peru,32971854,1280000.0,26
12ea4eb1d6,happy mothers ` day !,HAPPY,positive,morning,46-60,Philippines,109581078,298170.0,368
b435126470,' givee anything lovee ' - daniel schuhmacher,'I can givee you anything but lovee' - Daniel Schuhmacher,neutral,noon,60-70,Poland,37846611,306000.0,124
87fca7f208,apparently getting anymore ... sad,sad,negative,night,70-100,Portugal,10196709,91590.0,111
3471a5259c,gym day hoping enjoy last friday twenties .,enjoy,positive,morning,0-20,Qatar,2881053,11610.0,248
65b00d7d9a,headache . nobody keep company . _wants.to.be.a.kidd.again < 3,I have a headache.,negative,noon,21-30,Romania,19237691,230170.0,84
923edab455,wish ` work today .,Wish I didn`t have to work today.,neutral,night,31-45,Russia,145934462,16376870.0,9
95c4060084,"` 10.5 % much ) sugar b ) taste ... lord ` put ya , fun way",not in the fun way,negative,morning,46-60,Rwanda,12952218,24670.0,525
08ed671f9f,really ` want send site .... ` kinds private ...,I really don`t want to send it over this site....it`s kinds private...,neutral,noon,60-70,Saint Kitts and Nevis,53199,260.0,205
e189518df8,hanging cousin,hanging with the cousin,neutral,night,70-100,Saint Lucia,183627,610.0,301
2ccb1131af,tried pincode ... says expired ... put .,I tried that pincode... and it says it is expired... you only just put it up,neutral,morning,0-20,Saint Vincent and the Grenadines,110940,390.0,284
e4c5701166,believe : tomorrow night jay leno ` last episode tonight show encourage everyone watch welcome conan .,encourage,positive,noon,21-30,Samoa,198414,2830.0,70
0d57c076ee,someone ? good morning,good,positive,night,31-45,San Marino,33931,60.0,566
794717e6f5,george still mending car ?,Is George still mending the car ?,neutral,morning,46-60,Sao Tome and Principe,219159,960.0,228
c1fbce4b2d,hhhhhhaaaaaaaaaaaaa ! ! ! ! yo u hve tears ! ... fault said u cancelled thought ....,hhhhhhaaaaaaaaaaaaa!!!! Yo u hve me in tears!...its all  fault he said u cancelled so I thought....,neutral,noon,60-70,Saudi Arabia,34813871,2149690.0,16
fb2cca9d5c,finger hurts cause infected !,my finger hurts,negative,night,70-100,Senegal,16743927,192530.0,87
1a6df7dafd,zero thomas ?,why does zero have to have thomas in it?,neutral,morning,0-20,Serbia,8737371,87460.0,100
a238af1c95,wonderful trip ! read 4 twilight novels . completely consuming engrossing . kinda sad done .,Wonderful trip!  Read all 4 Twilight novels.  Completely all consuming and engrossing.  Kinda sad to be done,neutral,noon,21-30,Seychelles,98347,460.0,214
f75b6bb190,"yes , sir ! see http : //is.gd/wz2k","Yes, sir!   See her",neutral,night,31-45,Sierra Leone,7976983,72180.0,111
81f885cd8e,_carter says video private ... ` let watch,_carter it says the video is private... and won`t let me watch,neutral,morning,46-60,Singapore,5850342,700.0,8358
e1f5989997,"` , forget say ? hahaha ` able get home .","Can`t, did I forget to say that?  hahaha   I wouldn`t be able to get home",neutral,noon,60-70,Slovakia,5459642,48088.0,114
78a714e8bb,` know heck space time bgt bored .,Bore,negative,night,70-100,Slovenia,2078938,20140.0,103
ebfd63786e,wellll ...... 2 feed others mainly shade loving native wildflowers .,ly shade loving native wildflowers,positive,morning,0-20,Solomon Islands,686884,28000.0,25
9d1aaa5312,aw wish ireland,wish,positive,noon,21-30,Somalia,15893222,627340.0,25
e962d0bc60,lost followers something said ? swear freeballing . ugg last time mention thing .,I lost followers  Was it something I said?  I swear I am not into freeballing.  Ugg that is the last time I mention that thing.,neutral,night,31-45,South Africa,59308690,1213090.0,49
9be30ea62e,ahh ` confused ? ` wan na run away really handle real relationship ? love anyways .. false hope !,False hope!,negative,morning,46-60,South Korea,51269185,97230.0,527
e6617d0e5c,great hear u today ! u r best ! wait see u cruise ! ! ! < 3 cindy sign,so great to hear from u again today! U r the best!,positive,noon,60-70,South Sudan,11193725,610952.0,18
238bada7f2,pillow heaven,In pillow heaven,positive,night,70-100,Spain,46754778,498800.0,94
c3d49f5186,lol vats insiders,Lol,positive,morning,0-20,Sri Lanka,21413249,62710.0,341
1d58adbf58,"kinda , maybe * * * * good coffee ? dilemma , tho .","maybe just a **** good coffee? Same dilemma, tho.",neutral,noon,21-30,Sudan,43849260,1765048.0,25
a61820a07f,"right , * * * * whole twitter silence experiment . last four days murder inability mouth",**** the whole Twitter silence ex,negative,night,31-45,Suriname,586632,156000.0,4
15decd314a,http : //twitpic.com/416b7 - hey ! nice pic,hey! nice pic,positive,morning,46-60,Sweden,10099265,410340.0,25
bdeb8e642d,sidekick awkward flashing . oh well . leaving mommy flowers stuff,awkward flashing.,negative,noon,60-70,Switzerland,8654622,39500.0,219
ce92738b40,yeah .,Yeah.,neutral,night,70-100,Syria,17500658,183630.0,95
9db98ba94a,"yes , really !","Yes, you really should!",positive,morning,0-20,Tajikistan,9537645,139960.0,68
60aada6ba3,leaving soon kansas city take stuff . 8 days living carthage left .,i am leaving soon for Kansas City to take some of my stuff. Only 8 days of living in Carthage left.,neutral,noon,21-30,Tanzania,59734218,885800.0,67
ba44dc6a52,searching wavy hairstyle,Searching for wavy hairstyle,neutral,night,31-45,Thailand,69799978,510890.0,137
14fa54c2f4,luck goin forum .. im person earth goin,no luck in,negative,morning,46-60,Timor-Leste,1318445,14870.0,89
9b12547533,im goodie . feel like disconnected,disconnected,negative,noon,60-70,Togo,8278724,54390.0,152
a9bbe4e790,` go movies today,can`t go to,negative,night,70-100,Tonga,105695,720.0,147
e57fb2b3de,awww poor little girl britains got talent,awww poor little girl on britains got talent,negative,morning,0-20,Trinidad and Tobago,1399488,5130.0,273
bf3001dd7a,"thks 4 follow , tweets , returned love",thks,positive,noon,21-30,Tunisia,11818619,155360.0,76
9ce50d75b9,"thankyou short stack bringing second sydney show , , im going im thankful guys good 2 ur fans .",im so thankful,positive,night,31-45,Turkey,84339067,770000.0,110
e33e6b2c56,"lalalaland ... liking song much ? ! anyhoo .... grr cold , thank goodness though sore throat gone ! !","LaLaLaLand... why am i liking that song so much?! Anyhoo.... grr I have a cold, but thank goodness though the sore throat has gone!!",neutral,morning,46-60,Turkmenistan,6031200,469930.0,13
9784b9c375,sadly corporate giant employer ` let get site ...,sadly,negative,noon,60-70,Tuvalu,11792,30.0,393
63b90cf8f7,"went get dog vets , theyve stitched ear , charged us still bleeds like waterfall everytime moves . : !",bleeds,negative,night,70-100,Uganda,45741007,199810.0,229
