score,Text,Actual_Score,GPT 3.5 Score,GPT 4.0 Score,Llama 7B Score
positive,"finland 's national carrier finnair plc carried record 8.5 million passengers 2005 , increase 4.5 percent previous year , airline reported tuesday .",4,5.0,4.0,5.0
positive,"finnair plc carried record 8.8 million passengers 2006 , increase 3.5 percent previous year , finnish national carrier reported tuesday .",4,4.0,4.0,5.0
positive,"finnish consulting engineering group poyry plc ( omx helsinki : poy ) said wednesday ( 1 october ) awarded contract tanqia dibba fzc owner-engineer wastewater system dibba , emirate fujairah , uae .",4,3.0,3.0,5.0
positive,finnish handling systems company cargotec oyj ( hel : cgcbv ) said today eur 13 million ( usd 16.6 ) contract deliver macgregor hatch covers ships ordered norwegian shipowner grieg shipping .,5,4.0,3.0,5.0
positive,finnish operator elisa aker yards signed long-term service deal elisa deliver necessary voice data services aker yards finland .,4,3.0,3.0,5.0
positive,"finnish steel maker rautaruukki oyj ( ruukki ) said july 7 , 2008 9.0 mln euro ( $ 14.1 mln ) contract supply install steel superstructures partihallsforbindelsen bridge project gothenburg , western sweden .",4,3.0,3.0,5.0
positive,"fiskars strong portfolio international brands , include fiskars , iittala , gerber , silva buster .",4,4.0,3.0,5.0
positive,"forestries also higher , driven yesterday 's bullish analyst comment stora enso dagens industri , dealers said .",4,3.0,3.0,5.0
positive,"furthermore , efficiency improvement measures initiated earlier bearing fruit , `` ceo jan lang said .",5,5.0,4.0,4.0
positive,hearst able consolidate 20 % russian market advertising press purchase .,5,3.0,3.0,4.0
positive,"however , broker gave `` outperform `` recommendation stock .",4,3.0,4.0,5.0
positive,"however , total orders received still last year levels .",5,2.0,2.0,3.0
positive,industry investment interested glaston 's solar energy projects .,4,4.0,4.0,5.0
positive,leading private road ambulance service company finland .,5,3.0,3.0,5.0
positive,"known post bank , concept would see fidelity bank rolling 75 offices ghana post premises , provide financial services people .",4,3.0,3.0,5.0
positive,last year sysopen digia invested ibm product know-how building portal trading place systems successfully implemented customer solutions supported .,5,4.0,3.0,5.0
positive,"( adp news ) - oct 1 , 2008 - finnish consulting engineering company poyry oyj ( omx : poy1v ) said today awarded eur 5.2 million ( usd 7.4 ) extension existing consultancy engineering contract venezuel",5,2.0,3.0,5.0
positive,"( adp news ) - oct 31 , 2008 - finnish food company raisio oyj ( omx : raivv ) said today net profit jumped eur 16.4 million ( usd 20.9 ) first nine months 2008 eur 1.1 million period 2",5,4.0,5.0,5.0
positive,"( adp news ) - sep 30 , 2008 - finnish security privacy software solutions developer stonesoft oyj said today usd 1.9 million ( eur 1.3 ) order deliver stonegate network security products unnamed russian te",5,2.0,3.0,4.0
positive,"meanwhile , electrowatt-ekono philippines , inc. also awarded three-year operation maintenance ( & ) contract fr cement corporation .",5,3.0,3.0,5.0
positive,"meanwhile , nokia said able deliver complete range services deployment operations consulting integration managed services result buyout .",4,3.0,3.0,3.0
positive,nordic business report-26 june 2006-metso corporation wins eur50m equipment order australia -® 1998-2006 m2 communications ltd finnish engineering technology group metso corporation said monday ( 26 june ) received eur50m equipment order australia .,4,3.0,3.0,5.0
positive,outotec 's net profit second quarter 2007 jumped 16.8 mln euro ( $ 23.1 mln ) 4.6 mln euro ( $ 6.3 mln ) year ago .,4,5.0,5.0,5.0
positive,pretax profit jumped eur 21.9 million eur 3.1 million .,4,5.0,5.0,5.0
positive,"profitability ( ebit % ) 13.9 % , compared 13.1 % previous-year period .",4,4.0,4.0,5.0
positive,raute corporation received orders worth eur 12 million ooo ilim bratsk dok russia .,4,3.0,3.0,5.0
positive,"recovery evident liquid handling business , particularly areas outside europe primarily north america asia .",4,4.0,4.0,4.0
positive,"sales improved sek 1,553 mn , compared sek 1,408 mn .",5,5.0,5.0,5.0
positive,"savon koulutuskuntayhtyma , finland based company awarded contract specialist agricultural forestry machinery .",4,3.0,3.0,5.0
positive,skf 6 april 2010 - alandsbanken given `` buy `` recommendation swedish industrial company skf ab ( sto : skf b ) share price target sek150 .,5,3.0,4.0,5.0
positive,sony ericsson nokia dominated list best-selling handsets five models .,5,2.0,3.0,5.0
positive,"speaking just-drinks today , spokesperson olvi said : `` performed well four countries operate - namely , finland , estonia , latvia lithuania . ``",5,3.0,4.0,5.0
positive,sports equipment sales also progressed well owing prolonged winter season .,4,4.0,4.0,5.0
positive,tele2 affarsvarlden gave `` buy `` recommendation mobile operator tele2 ab share price target 142 crowns ( $ 23.54 - 15.19 euro ) .,5,4.0,4.0,5.0
positive,topped consensus forecasts earnings 0.21 euros share .,4,3.0,4.0,5.0
positive,acquisition kaupthing sverige bring significant positive non-recurring addition group 's performance .,5,4.0,4.0,5.0
positive,acquisition immediate positive impact aspocomp 's financial result .,5,4.0,5.0,5.0
positive,amending proposal simplifies proposed plan increases incentive key employees stay company .,4,4.0,4.0,5.0
positive,"australian company mirabela nickel awarded outokumpu technology contract grinding technology nickel sulfide project bahia state , brazil .",4,3.0,3.0,5.0
positive,"broker initiated palfinger ag konecranes oyj ` buy ' recommendations , 51 42 eur price targets respectively .",4,3.0,4.0,5.0
positive,company aims maintain trend profitability current year .,4,3.0,4.0,5.0
positive,company also said poland profitability program launched oborniki steel frame sandwich panel plant .,5,3.0,3.0,3.0
positive,company also featured ethibel pioneer investment register included innovest 's global 100 list world 's sustainable corporations .,5,4.0,4.0,5.0
positive,company said observed current stabilisation prices potential higher prices deliveries first quarter 2011 .,5,4.0,4.0,3.0
positive,company also compensated acting reserve batch plant .,4,3.0,3.0,3.0
positive,group also strong global position fishing categories .,5,4.0,3.0,5.0
positive,group 's cash flow operations positive .,5,5.0,5.0,5.0
positive,mill long traditions holds established position markets .,4,3.0,3.0,5.0
positive,"original name componenta +àm+ñl , subsidiary finnish componenta group , changed +àm+ñl components company seen 63 % growth q1 2010 , comparison q1 2009 .",4,3.0,4.0,5.0
positive,"pilot project proved rifd technology ideal purposes `` , comments olli saarinen , material handling supervisor yara .",4,3.0,4.0,5.0
positive,"planned facility , estimated cost around $ 814 million , would largest biodiesel plant world , use palm oil certified roundtable sustainable palm oil ( rspo ) .",5,4.0,3.0,5.0
positive,combined foreign investments creates interesting opportunities solteq .,5,4.0,4.0,4.0
positive,resulted improved sales figures sweden .,5,4.0,4.0,5.0
positive,"agreement geosentric provide gypsii-powered hotel information reservation services visitors china , including popular cities beijing shanghai .",4,4.0,3.0,5.0
positive,"vaisala also said expects net sales eur 253.2 million 2010 , compared eur 252.2 million recorded 2009 .",4,3.0,3.0,4.0
positive,validating fgvoip client symbian signed represents significant step forward accomplishing goal .,4,4.0,4.0,5.0
positive,- upm-kymmene upgraded ` in-line ' ` underperform ' goldman sachs .,4,2.0,3.0,3.0
positive,`` consumers well received packed fresh meat .,4,5.0,4.0,5.0
positive,`` demand sports equipment good 2005 .,5,2.0,3.0,5.0
positive,"`` last year , finnair recorded 32.6-percent growth asian sector , carrying 1.10 million passengers two continents . ``",5,4.0,5.0,5.0
positive,`` lowering prices us competitors shows real estate market stabilised returned balance apartments acquiring fair price eyes clients .,4,4.0,4.0,5.0
positive,"`` new structure provides better communication , faster decision-making cost savings , `` proha said .",4,5.0,4.0,5.0
positive,"`` contract demonstrates ability apply minerals metals technologies adjacent industries , oil shale processing .",5,3.0,3.0,3.0
positive,"`` tailored solutions meet solel 's technical requirements , result cost-effective manufacturing highest-quality reflectors . ``",4,4.0,4.0,5.0
positive,`` 've feeling quite positive region whole .,4,5.0,4.0,5.0
positive,21 december 2010 - finnish industrial machinery company wartsila oyj abp hel : wrt1v said yesterday order design liquefied natural gas lng powered platform supply vessel psv norwegian oil service provider eidesvik offshore asa osl : eiof .,4,3.0,3.0,5.0
positive,finlan 's listed food industry company hkscan group controlled companies baltics improved revenues eur 3.5 mn eur 160.4 mn 2010 eur 156.9 mn year .,4,3.0,3.0,5.0
positive,"finnish airline finnair deal uk public sector official airline flights london heathrow osaka japan , well flights manchester uk helsinki finland .",4,3.0,3.0,4.0
positive,finnish cargotec awarded significant order total 292 hiab loader cranes bae systems us .,5,4.0,4.0,5.0
positive,finnish cargotec 's kalmar received significant order us department defense .,5,4.0,4.0,5.0
positive,finnish outotec awarded contract supply new zinc roaster gas cleaning sulphuric acid plant ozk kardzhali zinc smelter bulgaria .,5,3.0,3.0,5.0
positive,"according report neomarkka , kuitu finland 's customers interested buying company 's products restarts production .",4,3.0,4.0,5.0
positive,cargotec germany gmbh awarded contract stadtverwaltung mainz chassis bodies open procedure .,5,3.0,3.0,5.0
positive,ceo erkki j+ñrvinen happy company 's performance 2010 .,4,4.0,5.0,5.0
positive,deliveries started network ready launch soon .,4,3.0,3.0,5.0
positive,"earnings per share quarter also higher year-on-year 0.33 eur versus 0.27 , market expectations 0.28 eur .",5,4.0,5.0,4.0
positive,"ebitda year 2009 improved eur484m , compared eur472m 2008 .",5,4.0,4.0,5.0
positive,"estonian telecoms company elisa 's customer numbers cross 400,000 tallinn , oct 22 , bns - estonian telecommunications company elisa approximately 50,000 new clients nine months year , bringing number 401,800 end september , company said .",4,4.0,4.0,5.0
positive,"exel composites ' long-term growth prospects remain favourable , however .",5,4.0,4.0,4.0
positive,fi developing cooperation keyword advertising microsoft .,5,2.0,3.0,5.0
positive,"finnish construction group lemminkainen oyj hel : lem1s said today contract provide technical services nevsky centre shopping mall opened november st petersburg , russia .",5,3.0,3.0,5.0
positive,"finnish software developer basware oyj said november 30 , 2006 u.s. subsidiary basware , inc. order provide software contract lifecycle management unnamed u.s. medical technology company .",4,2.0,3.0,5.0
positive,"however , sales volumes food industry expected remain relatively good levels finland scandinavia , atria said .",4,4.0,4.0,3.0
positive,nordea sees return positive growth baltic countries 2011 .,5,4.0,4.0,5.0
positive,operating profit improved 16.7 % eur 7.7 mn .,5,5.0,5.0,5.0
positive,operating profit improved 39.9 % eur 18.0 mn eur12 .8 mn .,4,5.0,5.0,5.0
positive,operating profit improved 44.0 % er 4.7 mn eur 3.3 mn 2004 .,5,4.0,5.0,5.0
positive,operating profit improved eur 20.3 mn eur 11.4 mn .,4,4.0,5.0,5.0
positive,"previously , company anticipated operating profit improve period .",4,3.0,4.0,5.0
positive,productional situation improved .,5,4.0,4.0,5.0
positive,rautaruukki said construction group yit awarded 2.5 mln eur contract supply steel structures new bridge spanning kemijoki river northern finland .,4,3.0,3.0,4.0
positive,"sales came 241 mln eur , compared 211.4 mln , also beating consensus forecasts 235 mln eur .",5,5.0,5.0,5.0
positive,"sales vat inclusive expanded 19 percent , 351 million euros .",5,2.0,4.0,5.0
positive,strong growth continued also china .,5,4.0,4.0,5.0
positive,teleste sentry 360 formed integration partnership sentry advanced 360-degree immersive camera product line teleste enterprise video management systems .,4,4.0,3.0,5.0
positive,"thanks multiplying effect wagon performance , transport much efficient , `` says development manager juha malkia vr cargo .",4,5.0,4.0,5.0
positive,aim achieve eur 2.5 mn yearly savings .,4,3.0,3.0,5.0
positive,borrower happy roadshow paid hit ratio high .,5,4.0,5.0,5.0
positive,"company , makes garden tools , scissors consumer goods , said earnings boosted 6.9 mln eur income received 16.7 pct shareholding finnish engineering group wartsila .",4,4.0,4.0,5.0
positive,company anticipates turnover whole 2010 surpass previous year eur 67.1 million .,4,4.0,4.0,5.0
positive,eps improved eur0 .38 eur0 .27 .,4,3.0,3.0,5.0
positive,"financial impact estimated annual improvement eur2 .0 division 's results , fiscal year 2008 .",4,4.0,3.0,5.0
positive,"financial impact estimated 1.5 meur annual improvement division 's result , starting fiscal year 2007 .",4,4.0,4.0,5.0
positive,finnish group anticipates sales gain eur42m tax expenses .,5,3.0,3.0,3.0
positive,"launch plant june went well , producing advanced fuel couple weeks .",5,4.0,4.0,4.0
